match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,home_team.home_team_gender,home_team.home_team_group,home_team.country.id,home_team.country.name,home_team.managers,away_team.away_team_id,away_team.away_team_name,away_team.away_team_gender,away_team.away_team_group,away_team.country.id,away_team.country.name,away_team.managers,metadata.data_version,metadata.shot_fidelity_version,metadata.xy_fidelity_version,competition_stage.id,competition_stage.name,stadium.id,stadium.name,stadium.country.id,stadium.country.name,referee.id,referee.name,referee.country.id,referee.country.name
3920413,2024-01-23,19:00:00.000,2,3,available,unscheduled,2024-02-09T18:00:00.915208,,3,1267,Africa,African Cup of Nations,107,2023,4934,Gambia,male,,83,Gambia,"[{'id': 1000972, 'name': 'Tom Saintfiet', 'nickname': None, 'dob': '1973-03-29', 'country': {'id': 22, 'name': 'Belgium'}}]",2722,Cameroon,male,,39,Cameroon,"[{'id': 1001250, 'name': 'Rigobert Song Bahanag', 'nickname': None, 'dob': '1976-07-01', 'country': {'id': 39, 'name': 'Cameroon'}}]",1.1.0,2,2,10,Group Stage,1001316.0,Stade de Bouaké,55.0,Côte d'Ivoire,1000963.0,Bamlak Tessema Weyesa,72.0,Ethiopia
3920412,2024-01-23,19:00:00.000,0,2,available,unscheduled,2024-02-04T22:30:13.735664,,3,1267,Africa,African Cup of Nations,107,2023,4892,Guinea,male,,95,Guinea,"[{'id': 1000780, 'name': 'Kaba Diawara', 'nickname': None, 'dob': '1975-12-16', 'country': {'id': 95, 'name': 'Guinea'}}]",787,Senegal,male,,202,Senegal,"[{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]",1.1.0,2,2,10,Group Stage,1000822.0,Stade Charles Konan Banny de Yamoussoukro,55.0,Côte d'Ivoire,1003636.0,Pacifique Ndabihawenimana,37.0,Burundi
3920411,2024-01-22,22:00:00.000,2,2,available,unscheduled,2024-01-30T02:56:40.286450,,3,1267,Africa,African Cup of Nations,107,2023,4924,Cape Verde Islands,male,,41,Cape Verde,"[{'id': 1000417, 'name': 'Pedro Leitão Brito', 'nickname': 'Bubista', 'dob': '1970-01-06', 'country': {'id': 41, 'name': 'Cape Verde'}}]",774,Egypt,male,,66,Egypt,"[{'id': 261, 'name': 'Rui Carlos Pinho da Vitória', 'nickname': 'Rui Vitória', 'dob': '1970-04-16', 'country': {'id': 183, 'name': 'Portugal'}}]",1.1.0,2,2,10,Group Stage,117916.0,Stade Félix Houphouët-Boigny      ,55.0,Côte d'Ivoire,1008353.0,Alhadi Allaou Mahamat,44.0,Chad
3920410,2024-01-22,22:00:00.000,2,2,available,unscheduled,2024-02-10T15:40:12.727481,,3,1267,Africa,African Cup of Nations,107,2023,4978,Mozambique,male,,155,Mozambique,"[{'id': 1001646, 'name': 'Francisco Queriol Conde Júnior', 'nickname': 'Chiquinho Conde', 'dob': '1965-11-22', 'country': {'id': 155, 'name': 'Mozambique'}}]",4885,Ghana,male,,86,Ghana,"[{'id': 395, 'name': 'Chris Hughton', 'nickname': None, 'dob': '1958-12-11', 'country': {'id': 109, 'name': 'Ireland'}}]",1.1.0,2,2,10,Group Stage,117860.0,Stade Olympique Alassane Ouattara,55.0,Côte d'Ivoire,1003537.0,Ibrahim Mutaz,130.0,Libya
3920409,2024-01-22,19:00:00.000,0,1,available,unscheduled,2024-01-25T10:28:41.450343,,3,1267,Africa,African Cup of Nations,107,2023,4894,Guinea-Bissau,male,,96,Guinea-Bissau,"[{'id': 1000429, 'name': 'Baciro Candé', 'nickname': None, 'dob': '1967-04-06', 'country': {'id': 96, 'name': 'Guinea-Bissau'}}]",775,Nigeria,male,,166,Nigeria,"[{'id': 523, 'name': 'José Vítor dos Santos Peseiro', 'nickname': 'José Peseiro', 'dob': '1960-04-04', 'country': {'id': 183, 'name': 'Portugal'}}]",1.1.0,2,2,10,Group Stage,117916.0,Stade Félix Houphouët-Boigny      ,55.0,Côte d'Ivoire,1005493.0,Bouchra Karboubi,154.0,Morocco
3920408,2024-01-22,19:00:00.000,4,0,available,unscheduled,2024-02-08T17:43:43.602435,,3,1267,Africa,African Cup of Nations,107,2023,4992,Equatorial Guinea,male,,69,Equatorial Guinea,"[{'id': 1000467, 'name': 'Juan Micha Obiang Bicogo', 'nickname': 'Juan Micha', 'dob': '1975-07-28', 'country': {'id': 69, 'name': 'Equatorial Guinea'}}]",3374,Côte d'Ivoire,male,,55,Côte d'Ivoire,"[{'id': 368, 'name': 'Jean-Louis Gasset', 'nickname': None, 'dob': '1953-12-09', 'country': {'id': 78, 'name': 'France'}}]",1.1.0,2,2,10,Group Stage,117860.0,Stade Olympique Alassane Ouattara,55.0,Côte d'Ivoire,1003531.0,Mahmood Ali Mahmood Ismail,216.0,Sudan
3920407,2024-01-21,22:00:00.000,4,0,available,unscheduled,2024-02-03T16:31:10.429797,,2,1267,Africa,African Cup of Nations,107,2023,4976,South Africa,male,,211,South Africa,"[{'id': 1801, 'name': 'Hugo Henri Broos', 'nickname': None, 'dob': '1952-04-10', 'country': {'id': 22, 'name': 'Belgium'}}]",4980,Namibia,male,,157,Namibia,"[{'id': 1002931, 'name': 'Collin Benjamin', 'nickname': None, 'dob': '1978-08-03', 'country': {'id': 157, 'name': 'Namibia'}}]",1.1.0,2,2,10,Group Stage,1001609.0,Stade Amadou Gon Coulibaly,55.0,Côte d'Ivoire,1008307.0,Youcef Gamouh,4.0,Algeria
3920406,2024-01-21,19:00:00.000,1,1,available,unscheduled,2024-02-03T23:34:41.626380,,2,1267,Africa,African Cup of Nations,107,2023,4963,Zambia,male,,253,Zambia,"[{'id': 4969, 'name': 'Avraham Grant', 'nickname': None, 'dob': '1955-02-06', 'country': {'id': 111, 'name': 'Israel'}}]",4953,Tanzania,male,,225,"Tanzania, United Republic of","[{'id': 1001640, 'name': 'Adel Amrouche', 'nickname': None, 'dob': '1968-03-07', 'country': {'id': 22, 'name': 'Belgium'}}]",1.1.0,2,2,10,Group Stage,1001497.0,Stade Laurent Pokou,55.0,Côte d'Ivoire,1004609.0,Djindo Louis Houngnandande,24.0,Benin
3920405,2024-01-21,16:00:00.000,1,1,available,unscheduled,2024-01-27T07:43:22.494230,,2,1267,Africa,African Cup of Nations,107,2023,788,Morocco,male,,154,Morocco,"[{'id': 1000518, 'name': 'Walid Regragui', 'nickname': None, 'dob': '1975-09-23', 'country': {'id': 154, 'name': 'Morocco'}}]",4881,Congo DR,male,,52,"Congo, (Kinshasa)","[{'id': 5011, 'name': 'Sébastien Desabre', 'nickname': None, 'dob': '1976-08-02', 'country': {'id': 78, 'name': 'France'}}]",1.1.0,2,2,10,Group Stage,1001497.0,Stade Laurent Pokou,55.0,Côte d'Ivoire,1003468.0,Peter Waweru Kamaku,118.0,Kenya
3920404,2024-01-20,22:00:00.000,1,1,available,unscheduled,2024-01-21T18:12:54.576432,,2,1267,Africa,African Cup of Nations,107,2023,777,Tunisia,male,,232,Tunisia,"[{'id': 1001303, 'name': 'Jalel Kadri', 'nickname': None, 'dob': None, 'country': {'id': 232, 'name': 'Tunisia'}}]",4930,Mali,male,,140,Mali,"[{'id': 1000157, 'name': 'Éric Chelle', 'nickname': None, 'dob': '1977-11-11', 'country': {'id': 140, 'name': 'Mali'}}]",1.1.0,2,2,10,Group Stage,1001609.0,Stade Amadou Gon Coulibaly,55.0,Côte d'Ivoire,1003605.0,Daniel Nii Ayi Laryea,86.0,Ghana
3920403,2024-01-20,19:00:00.000,2,3,available,unscheduled,2024-01-21T13:32:08.603030,,2,1267,Africa,African Cup of Nations,107,2023,4932,Mauritania,male,,144,Mauritania,"[{'id': 1000971, 'name': 'Amir Abdou', 'nickname': None, 'dob': '1972-07-08', 'country': {'id': 50, 'name': 'Comoros'}}]",4901,Angola,male,,7,Angola,"[{'id': 1000419, 'name': 'Pedro Valdemar Soares Gonçalves', 'nickname': 'Pedro Gonçalves', 'dob': '1976-02-07', 'country': {'id': 183, 'name': 'Portugal'}}]",1.1.0,2,2,10,Group Stage,1001316.0,Stade de Bouaké,55.0,Côte d'Ivoire,2688.0,Mohamed Maarouf Eid Mansour,66.0,Egypt
3920402,2024-01-20,16:00:00.000,2,2,available,unscheduled,2024-02-09T12:19:28.060842,,2,1267,Africa,African Cup of Nations,107,2023,4898,Algeria,male,,4,Algeria,"[{'id': 1000440, 'name': 'Djamel Belmadi', 'nickname': None, 'dob': '1976-03-25', 'country': {'id': 4, 'name': 'Algeria'}}]",4921,Burkina Faso,male,,36,Burkina Faso,"[{'id': 1000428, 'name': 'Hubert Velud', 'nickname': None, 'dob': '1959-06-08', 'country': {'id': 78, 'name': 'France'}}]",1.1.0,2,2,10,Group Stage,1001316.0,Stade de Bouaké,55.0,Côte d'Ivoire,2323.0,Abongile Tom,211.0,South Africa
3920401,2024-01-19,22:00:00.000,1,0,available,unscheduled,2024-02-02T01:34:34.679143,,2,1267,Africa,African Cup of Nations,107,2023,4892,Guinea,male,,95,Guinea,"[{'id': 1000780, 'name': 'Kaba Diawara', 'nickname': None, 'dob': '1975-12-16', 'country': {'id': 95, 'name': 'Guinea'}}]",4934,Gambia,male,,83,Gambia,"[{'id': 1000972, 'name': 'Tom Saintfiet', 'nickname': None, 'dob': '1973-03-29', 'country': {'id': 22, 'name': 'Belgium'}}]",1.1.0,2,2,10,Group Stage,1000822.0,Stade Charles Konan Banny de Yamoussoukro,55.0,Côte d'Ivoire,1003590.0,Abdel Aziz Mohamed Bouh,144.0,Mauritania
3920400,2024-01-19,19:00:00.000,3,1,available,unscheduled,2024-02-03T23:56:37.056600,,2,1267,Africa,African Cup of Nations,107,2023,787,Senegal,male,,202,Senegal,"[{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]",2722,Cameroon,male,,39,Cameroon,"[{'id': 1001250, 'name': 'Rigobert Song Bahanag', 'nickname': None, 'dob': '1976-07-01', 'country': {'id': 39, 'name': 'Cameroon'}}]",1.1.0,2,2,10,Group Stage,1000822.0,Stade Charles Konan Banny de Yamoussoukro,55.0,Côte d'Ivoire,1003531.0,Mahmood Ali Mahmood Ismail,216.0,Sudan
3920399,2024-01-19,16:00:00.000,3,0,available,unscheduled,2024-02-01T16:59:14.348005,,2,1267,Africa,African Cup of Nations,107,2023,4924,Cape Verde Islands,male,,41,Cape Verde,"[{'id': 1000417, 'name': 'Pedro Leitão Brito', 'nickname': 'Bubista', 'dob': '1970-01-06', 'country': {'id': 41, 'name': 'Cape Verde'}}]",4978,Mozambique,male,,155,Mozambique,"[{'id': 1001646, 'name': 'Francisco Queriol Conde Júnior', 'nickname': 'Chiquinho Conde', 'dob': '1965-11-22', 'country': {'id': 155, 'name': 'Mozambique'}}]",1.1.0,2,2,10,Group Stage,117916.0,Stade Félix Houphouët-Boigny      ,55.0,Côte d'Ivoire,1003709.0,Samir Guezzaz,154.0,Morocco
3920398,2024-01-18,19:00:00.000,0,1,available,unscheduled,2024-02-10T15:39:30.828369,,2,1267,Africa,African Cup of Nations,107,2023,3374,Côte d'Ivoire,male,,55,Côte d'Ivoire,"[{'id': 368, 'name': 'Jean-Louis Gasset', 'nickname': None, 'dob': '1953-12-09', 'country': {'id': 78, 'name': 'France'}}]",775,Nigeria,male,,166,Nigeria,"[{'id': 523, 'name': 'José Vítor dos Santos Peseiro', 'nickname': 'José Peseiro', 'dob': '1960-04-04', 'country': {'id': 183, 'name': 'Portugal'}}]",1.1.0,2,2,10,Group Stage,117860.0,Stade Olympique Alassane Ouattara,55.0,Côte d'Ivoire,2311.0,Mustapha Ghorbal,4.0,Algeria
3920397,2024-01-18,16:00:00.000,4,2,available,unscheduled,2024-02-01T16:08:33.425930,,2,1267,Africa,African Cup of Nations,107,2023,4992,Equatorial Guinea,male,,69,Equatorial Guinea,"[{'id': 1000467, 'name': 'Juan Micha Obiang Bicogo', 'nickname': 'Juan Micha', 'dob': '1975-07-28', 'country': {'id': 69, 'name': 'Equatorial Guinea'}}]",4894,Guinea-Bissau,male,,96,Guinea-Bissau,"[{'id': 1000429, 'name': 'Baciro Candé', 'nickname': None, 'dob': '1967-04-06', 'country': {'id': 96, 'name': 'Guinea-Bissau'}}]",1.1.0,2,2,10,Group Stage,117860.0,Stade Olympique Alassane Ouattara,55.0,Côte d'Ivoire,1003479.0,Samuel Uwikunda,189.0,Rwanda
3920395,2024-01-17,22:00:00.000,1,1,available,unscheduled,2024-02-01T16:35:04.192788,,1,1267,Africa,African Cup of Nations,107,2023,4881,Congo DR,male,,52,"Congo, (Kinshasa)","[{'id': 5011, 'name': 'Sébastien Desabre', 'nickname': None, 'dob': '1976-08-02', 'country': {'id': 78, 'name': 'France'}}]",4963,Zambia,male,,253,Zambia,"[{'id': 4969, 'name': 'Avraham Grant', 'nickname': None, 'dob': '1955-02-06', 'country': {'id': 111, 'name': 'Israel'}}]",1.1.0,2,2,10,Group Stage,1001497.0,Stade Laurent Pokou,55.0,Côte d'Ivoire,1000963.0,Bamlak Tessema Weyesa,72.0,Ethiopia
3920394,2024-01-17,19:00:00.000,3,0,available,unscheduled,2024-02-14T05:41:27.566989,,1,1267,Africa,African Cup of Nations,107,2023,788,Morocco,male,,154,Morocco,"[{'id': 1000518, 'name': 'Walid Regragui', 'nickname': None, 'dob': '1975-09-23', 'country': {'id': 154, 'name': 'Morocco'}}]",4953,Tanzania,male,,225,"Tanzania, United Republic of","[{'id': 1001640, 'name': 'Adel Amrouche', 'nickname': None, 'dob': '1968-03-07', 'country': {'id': 22, 'name': 'Belgium'}}]",1.1.0,2,2,10,Group Stage,1001497.0,Stade Laurent Pokou,55.0,Côte d'Ivoire,1008353.0,Alhadi Allaou Mahamat,44.0,Chad
3920393,2024-01-16,19:00:00.000,0,1,available,unscheduled,2024-02-02T01:56:49.071776,,1,1267,Africa,African Cup of Nations,107,2023,777,Tunisia,male,,232,Tunisia,"[{'id': 1001303, 'name': 'Jalel Kadri', 'nickname': None, 'dob': None, 'country': {'id': 232, 'name': 'Tunisia'}}]",4980,Namibia,male,,157,Namibia,"[{'id': 1002931, 'name': 'Collin Benjamin', 'nickname': None, 'dob': '1978-08-03', 'country': {'id': 157, 'name': 'Namibia'}}]",1.1.0,2,2,10,Group Stage,1001609.0,Stade Amadou Gon Coulibaly,55.0,Côte d'Ivoire,1005200.0,Abdulkadir Artan,210.0,Somalia
3920392,2024-01-16,16:00:00.000,1,0,available,unscheduled,2024-01-30T22:40:34.851039,,1,1267,Africa,African Cup of Nations,107,2023,4921,Burkina Faso,male,,36,Burkina Faso,"[{'id': 1000428, 'name': 'Hubert Velud', 'nickname': None, 'dob': '1959-06-08', 'country': {'id': 78, 'name': 'France'}}]",4932,Mauritania,male,,144,Mauritania,"[{'id': 1000971, 'name': 'Amir Abdou', 'nickname': None, 'dob': '1972-07-08', 'country': {'id': 50, 'name': 'Comoros'}}]",1.1.0,2,2,10,Group Stage,1001316.0,Stade de Bouaké,55.0,Côte d'Ivoire,1003509.0,Jalal Jayed,154.0,Morocco
3920391,2024-01-16,22:00:00.000,2,0,available,unscheduled,2024-02-07T09:31:02.919407,,1,1267,Africa,African Cup of Nations,107,2023,4930,Mali,male,,140,Mali,"[{'id': 1000157, 'name': 'Éric Chelle', 'nickname': None, 'dob': '1977-11-11', 'country': {'id': 140, 'name': 'Mali'}}]",4976,South Africa,male,,211,South Africa,"[{'id': 1801, 'name': 'Hugo Henri Broos', 'nickname': None, 'dob': '1952-04-10', 'country': {'id': 22, 'name': 'Belgium'}}]",1.1.0,2,2,10,Group Stage,1001609.0,Stade Amadou Gon Coulibaly,55.0,Côte d'Ivoire,1010256.0,Mohamed Adel Hussein,66.0,Egypt
3920390,2024-01-15,22:00:00.000,1,1,available,unscheduled,2024-02-01T22:31:43.764830,,1,1267,Africa,African Cup of Nations,107,2023,4898,Algeria,male,,4,Algeria,"[{'id': 1000440, 'name': 'Djamel Belmadi', 'nickname': None, 'dob': '1976-03-25', 'country': {'id': 4, 'name': 'Algeria'}}]",4901,Angola,male,,7,Angola,"[{'id': 1000419, 'name': 'Pedro Valdemar Soares Gonçalves', 'nickname': 'Pedro Gonçalves', 'dob': '1976-02-07', 'country': {'id': 183, 'name': 'Portugal'}}]",1.1.0,2,2,10,Group Stage,1001316.0,Stade de Bouaké,55.0,Côte d'Ivoire,1003564.0,Issa Sy,202.0,Senegal
3920389,2024-01-15,19:00:00.000,1,1,available,unscheduled,2024-01-18T22:41:52.977890,,1,1267,Africa,African Cup of Nations,107,2023,2722,Cameroon,male,,39,Cameroon,"[{'id': 1001250, 'name': 'Rigobert Song Bahanag', 'nickname': None, 'dob': '1976-07-01', 'country': {'id': 39, 'name': 'Cameroon'}}]",4892,Guinea,male,,95,Guinea,"[{'id': 1000780, 'name': 'Kaba Diawara', 'nickname': None, 'dob': '1975-12-16', 'country': {'id': 95, 'name': 'Guinea'}}]",1.1.0,2,2,10,Group Stage,1000822.0,Stade Charles Konan Banny de Yamoussoukro,55.0,Côte d'Ivoire,1003537.0,Ibrahim Mutaz,130.0,Libya
3920388,2024-01-15,16:00:00.000,3,0,available,unscheduled,2024-01-29T18:25:00.342065,,1,1267,Africa,African Cup of Nations,107,2023,787,Senegal,male,,202,Senegal,"[{'id': 635, 'name': 'Aliou Cissé', 'nickname': None, 'dob': '1976-03-24', 'country': {'id': 202, 'name': 'Senegal'}}]",4934,Gambia,male,,83,Gambia,"[{'id': 1000972, 'name': 'Tom Saintfiet', 'nickname': None, 'dob': '1973-03-29', 'country': {'id': 22, 'name': 'Belgium'}}]",1.1.0,2,2,10,Group Stage,1000822.0,Stade Charles Konan Banny de Yamoussoukro,55.0,Côte d'Ivoire,2396.0,Redouane Jiyed,154.0,Morocco
3920384,2024-01-13,22:00:00.000,2,0,available,unscheduled,2024-02-09T16:53:45.011531,,1,1267,Africa,African Cup of Nations,107,2023,3374,Côte d'Ivoire,male,,55,Côte d'Ivoire,"[{'id': 368, 'name': 'Jean-Louis Gasset', 'nickname': None, 'dob': '1953-12-09', 'country': {'id': 78, 'name': 'France'}}]",4894,Guinea-Bissau,male,,96,Guinea-Bissau,"[{'id': 1000429, 'name': 'Baciro Candé', 'nickname': None, 'dob': '1967-04-06', 'country': {'id': 96, 'name': 'Guinea-Bissau'}}]",1.1.0,2,2,10,Group Stage,117860.0,Stade Olympique Alassane Ouattara,55.0,Côte d'Ivoire,2387.0,Amin Mohamed Omar,66.0,Egypt
